//mapID,対応★,stageID,レア度制限,出撃制限数,スロット編成数制限,生産コスト制限条件下限,上限,groupID
3008,0,29,0,15,0,0,0,0,
3008,0,30,0,15,0,0,0,0,
3008,0,31,0,15,0,0,0,0,
3008,0,32,0,0,1,0,0,0,
3008,0,33,0,0,1,0,0,0,
3008,0,35,2,0,0,0,0,0,
3008,0,36,2,0,0,0,0,0,
3008,0,37,2,0,0,0,0,0,
3008,0,38,0,0,0,1200,0,0,
3008,0,39,0,0,0,1200,0,0,
3008,0,40,0,0,0,1200,0,0,
3008,0,41,0,10,0,0,0,0,
3008,0,42,0,10,0,0,0,0,
3008,0,43,0,10,0,0,0,0,
3008,0,44,0,0,1,0,0,0,
3008,0,45,0,0,1,0,0,0,
3008,0,46,54,10,0,0,0,0,
14016,0,-1,49,0,0,0,0,0,
4026,0,-1,6,0,0,0,0,0,
2007,3,-1,6,0,0,0,0,0,
2008,3,-1,6,0,0,0,0,0,
2085,3,-1,6,0,0,0,0,0,
2065,3,-1,6,0,0,0,0,0,
2066,3,-1,6,0,0,0,0,0,
2067,3,-1,6,0,0,0,0,0,
2170,-1,0,0,0,1,0,0,0,
2170,-1,1,0,15,0,0,0,0,
2170,-1,2,13,0,0,0,0,0,
11020,0,-1,9,0,0,0,0,0,
11021,0,-1,6,0,0,0,0,0,
11022,0,-1,0,0,0,0,2500,0,
24015,0,-1,51,0,0,0,0,0,
24016,0,-1,51,0,0,0,0,0,
24017,0,-1,0,0,0,0,4000,0,
24018,0,-1,0,0,0,0,4000,0,
24021,0,-1,0,10,0,0,0,0,
24022,0,-1,0,10,0,0,0,0,
